,Date,Home,Away,Bet
518,2013-03-11,Tigre,Lanus,D
519,2013-03-11,San Lorenzo,Boca Juniors,H
520,2013-04-11,River Plate,Estudiantes L.P.,D
521,2013-08-11,Atl. Rafaela,Godoy Cruz,D
522,2013-09-11,Olimpo Bahia Blanca,Quilmes,D
523,2013-09-11,All Boys,Gimnasia L.P.,D
524,2013-09-11,Estudiantes L.P.,Rosario Central,H
525,2013-09-11,Newells Old Boys,San Lorenzo,H
526,2013-10-11,Belgrano,Colon Santa FE,H
527,2013-10-11,Boca Juniors,Tigre,H
528,2013-10-11,Racing Club,Argentinos Jrs,D
529,2013-11-11,Velez Sarsfield,River Plate,H
530,2013-11-11,Lanus,Arsenal Sarandi,H
531,2013-11-15,Gimnasia L.P.,Argentinos Jrs,H
532,2013-11-16,All Boys,Lanus,D
533,2013-11-16,Godoy Cruz,Estudiantes L.P.,D
534,2013-11-16,Quilmes,Racing Club,D
535,2013-11-16,San Lorenzo,Belgrano,H
536,2013-11-17,Rosario Central,Velez Sarsfield,H
537,2013-11-17,River Plate,Olimpo Bahia Blanca,H
538,2013-11-18,Arsenal Sarandi,Boca Juniors,D
539,2013-11-18,Tigre,Newells Old Boys,A
540,2013-11-18,Colon Santa FE,Atl. Rafaela,D
541,2013-11-22,Velez Sarsfield,Godoy Cruz,H
542,2013-11-23,Argentinos Jrs,Quilmes,H
543,2013-11-23,Olimpo Bahia Blanca,Rosario Central,D
544,2013-11-23,Atl. Rafaela,San Lorenzo,D
545,2013-11-24,Lanus,Gimnasia L.P.,H
546,2013-11-24,Boca Juniors,All Boys,H
547,2013-11-24,Newells Old Boys,Arsenal Sarandi,H
548,2013-11-25,Racing Club,River Plate,D
549,2013-11-25,Estudiantes L.P.,Colon Santa FE,H
550,2013-11-26,Belgrano,Tigre,H
551,2013-11-29,Godoy Cruz,Olimpo Bahia Blanca,H
552,2013-11-29,Rosario Central,Racing Club,H
553,2013-11-30,Colon Santa FE,Velez Sarsfield,A
554,2013-11-30,Tigre,Atl. Rafaela,H
555,2013-11-30,Arsenal Sarandi,Belgrano,H
556,2013-11-30,All Boys,Newells Old Boys,A
557,2013-01-12,Gimnasia L.P.,Quilmes,H
558,2013-01-12,San Lorenzo,Estudiantes L.P.,H
559,2013-01-12,Lanus,Boca Juniors,D
560,2013-02-12,River Plate,Argentinos Jrs,H
561,2013-06-12,Belgrano,All Boys,H
562,2013-06-12,Racing Club,Godoy Cruz,H
563,2013-07-12,Argentinos Jrs,Rosario Central,D
564,2013-07-12,Atl. Rafaela,Arsenal Sarandi,D
565,2013-08-12,Estudiantes L.P.,Tigre,H
566,2013-08-12,Boca Juniors,Gimnasia L.P.,H
567,2013-09-12,Quilmes,River Plate,D
568,2013-09-12,Olimpo Bahia Blanca,Colon Santa FE,H
569,2013-12-15,Newells Old Boys,Lanus,H
570,2013-12-15,Velez Sarsfield,San Lorenzo,D
571,2014-07-02,Estudiantes L.P.,Arsenal Sarandi,D
572,2014-07-02,Velez Sarsfield,Tigre,H
573,2014-08-02,Olimpo Bahia Blanca,San Lorenzo,D
574,2014-08-02,Argentinos Jrs,Godoy Cruz,D
575,2014-08-02,Atl. Rafaela,All Boys,H
576,2014-08-02,Racing Club,Colon Santa FE,H
577,2014-09-02,Quilmes,Rosario Central,D
578,2014-09-02,Newells Old Boys,Boca Juniors,H
579,2014-10-02,River Plate,Gimnasia L.P.,H
580,2014-11-02,Belgrano,Lanus,D
581,2014-02-14,Godoy Cruz,Quilmes,H
582,2014-02-15,All Boys,Estudiantes L.P.,D
583,2014-02-15,Arsenal Sarandi,Velez Sarsfield,D
584,2014-02-15,Tigre,Olimpo Bahia Blanca,H
585,2014-02-15,San Lorenzo,Racing Club,H
586,2014-02-16,Colon Santa FE,Argentinos Jrs,D
587,2014-02-16,Gimnasia L.P.,Newells Old Boys,D
588,2014-02-16,Lanus,Atl. Rafaela,H
589,2014-02-16,Rosario Central,River Plate,D
590,2014-02-17,Boca Juniors,Belgrano,H
591,2014-02-18,Olimpo Bahia Blanca,Arsenal Sarandi,D
592,2014-02-18,Velez Sarsfield,All Boys,H
593,2014-02-19,Racing Club,Tigre,H
594,2014-02-19,Quilmes,Colon Santa FE,H
595,2014-02-19,Argentinos Jrs,San Lorenzo,A
596,2014-02-19,Estudiantes L.P.,Lanus,D
597,2014-02-20,River Plate,Godoy Cruz,H
598,2014-02-20,Belgrano,Newells Old Boys,D
599,2014-02-20,Rosario Central,Gimnasia L.P.,H
600,2014-02-21,Atl. Rafaela,Boca Juniors,D
601,2014-02-22,Lanus,Velez Sarsfield,D
602,2014-02-22,All Boys,Olimpo Bahia Blanca,D
603,2014-02-22,Arsenal Sarandi,Racing Club,D
604,2014-02-23,Newells Old Boys,Atl. Rafaela,H
605,2014-02-23,San Lorenzo,Quilmes,H
606,2014-02-23,Boca Juniors,Estudiantes L.P.,D
607,2014-02-24,Colon Santa FE,River Plate,D
608,2014-02-24,Godoy Cruz,Rosario Central,D
609,2014-02-24,Tigre,Argentinos Jrs,H
610,2014-02-25,Gimnasia L.P.,Belgrano,H
611,2014-02-28,Godoy Cruz,Gimnasia L.P.,H
612,2014-02-28,Racing Club,All Boys,H
613,2014-01-03,Velez Sarsfield,Boca Juniors,H
614,2014-01-03,Atl. Rafaela,Belgrano,D
615,2014-01-03,Argentinos Jrs,Arsenal Sarandi,D
616,2014-01-03,Rosario Central,Colon Santa FE,H
617,2014-02-03,Olimpo Bahia Blanca,Lanus,D
618,2014-02-03,Quilmes,Tigre,D
619,2014-02-03,River Plate,San Lorenzo,D
620,2014-03-03,Estudiantes L.P.,Newells Old Boys,D
621,2014-04-03,Colon Santa FE,Godoy Cruz,D
622,2014-04-03,Gimnasia L.P.,Atl. Rafaela,H
623,2014-05-03,All Boys,Argentinos Jrs,H
624,2014-05-03,Belgrano,Estudiantes L.P.,D
625,2014-05-03,Lanus,Racing Club,H
626,2014-05-03,Boca Juniors,Olimpo Bahia Blanca,H
627,2014-06-03,Newells Old Boys,Velez Sarsfield,D
628,2014-06-03,Arsenal Sarandi,Quilmes,H
629,2014-06-03,San Lorenzo,Rosario Central,H
630,2014-07-03,Tigre,River Plate,D
631,2014-08-03,Argentinos Jrs,Lanus,A
632,2014-08-03,Colon Santa FE,Gimnasia L.P.,D
633,2014-08-03,Estudiantes L.P.,Atl. Rafaela,H
634,2014-09-03,Velez Sarsfield,Belgrano,H
635,2014-09-03,Godoy Cruz,San Lorenzo,H
636,2014-09-03,Olimpo Bahia Blanca,Newells Old Boys,D
637,2014-09-03,River Plate,Arsenal Sarandi,H
638,2014-10-03,Racing Club,Boca Juniors,D
639,2014-10-03,Quilmes,All Boys,H
640,2014-11-03,Rosario Central,Tigre,H
641,2014-03-14,Atl. Rafaela,Velez Sarsfield,D
642,2014-03-15,Tigre,Godoy Cruz,D
643,2014-03-15,Belgrano,Olimpo Bahia Blanca,H
644,2014-03-15,San Lorenzo,Colon Santa FE,H
645,2014-03-16,Gimnasia L.P.,Estudiantes L.P.,D
646,2014-03-16,Arsenal Sarandi,Rosario Central,D
647,2014-03-16,Newells Old Boys,Racing Club,H
648,2014-03-16,Boca Juniors,Argentinos Jrs,H
649,2014-03-17,All Boys,River Plate,A
650,2014-03-17,Lanus,Quilmes,H
651,2014-03-21,Olimpo Bahia Blanca,Atl. Rafaela,H
652,2014-03-21,Colon Santa FE,Tigre,D
653,2014-03-22,Racing Club,Belgrano,D
654,2014-03-22,Argentinos Jrs,Newells Old Boys,D
655,2014-03-22,Rosario Central,All Boys,H
656,2014-03-22,Velez Sarsfield,Estudiantes L.P.,H
657,2014-03-23,Godoy Cruz,Arsenal Sarandi,H
658,2014-03-23,Gimnasia L.P.,San Lorenzo,D
659,2014-03-23,River Plate,Lanus,H
660,2014-03-24,Quilmes,Boca Juniors,A
661,2014-03-28,All Boys,Godoy Cruz,D
662,2014-03-28,Estudiantes L.P.,Olimpo Bahia Blanca,H
663,2014-03-29,Belgrano,Argentinos Jrs,H
664,2014-03-29,Velez Sarsfield,Gimnasia L.P.,H
665,2014-03-29,Newells Old Boys,Quilmes,H
666,2014-03-29,Atl. Rafaela,Racing Club,D
667,2014-03-30,Lanus,Rosario Central,H
668,2014-03-30,Arsenal Sarandi,Colon Santa FE,H
669,2014-03-30,Boca Juniors,River Plate,D
670,2014-03-31,Tigre,San Lorenzo,D
671,2014-01-04,Quilmes,Belgrano,D
672,2014-01-04,Olimpo Bahia Blanca,Velez Sarsfield,D
673,2014-01-04,Argentinos Jrs,Atl. Rafaela,H
674,2014-02-04,Racing Club,Estudiantes L.P.,D
675,2014-02-04,Godoy Cruz,Lanus,D
676,2014-02-04,Colon Santa FE,All Boys,H
677,2014-02-04,Rosario Central,Boca Juniors,H
678,2014-03-04,River Plate,Newells Old Boys,H
679,2014-03-04,Gimnasia L.P.,Tigre,H
680,2014-04-04,San Lorenzo,Arsenal Sarandi,H
681,2014-05-04,Lanus,Colon Santa FE,H
682,2014-06-04,Velez Sarsfield,Racing Club,H
683,2014-06-04,Newells Old Boys,Rosario Central,D
684,2014-06-04,Atl. Rafaela,Quilmes,H
685,2014-06-04,All Boys,San Lorenzo,D
686,2014-06-04,Arsenal Sarandi,Tigre,H
687,2014-06-04,Boca Juniors,Godoy Cruz,H
688,2014-07-04,Belgrano,River Plate,D
689,2014-08-04,Estudiantes L.P.,Argentinos Jrs,H
690,2014-08-04,Olimpo Bahia Blanca,Gimnasia L.P.,D
691,2014-11-04,Tigre,All Boys,H
692,2014-12-04,Rosario Central,Belgrano,H
693,2014-12-04,Quilmes,Estudiantes L.P.,D
694,2014-12-04,Argentinos Jrs,Velez Sarsfield,A
695,2014-12-04,Racing Club,Olimpo Bahia Blanca,H
696,2014-04-13,San Lorenzo,Lanus,H
697,2014-04-13,Gimnasia L.P.,Arsenal Sarandi,H
698,2014-04-13,Godoy Cruz,Newells Old Boys,D
699,2014-04-13,River Plate,Atl. Rafaela,H
700,2014-04-14,Colon Santa FE,Boca Juniors,D
701,2014-04-15,Olimpo Bahia Blanca,Argentinos Jrs,H
702,2014-04-15,Velez Sarsfield,Quilmes,H
703,2014-04-16,Atl. Rafaela,Rosario Central,D
704,2014-04-16,Estudiantes L.P.,River Plate,D
705,2014-04-16,Newells Old Boys,Colon Santa FE,H
706,2014-04-17,Boca Juniors,San Lorenzo,D
707,2014-04-17,All Boys,Arsenal Sarandi,D
708,2014-04-17,Belgrano,Godoy Cruz,D
709,2014-04-18,Racing Club,Gimnasia L.P.,D
710,2014-04-19,Rosario Central,Estudiantes L.P.,D
711,2014-04-19,Quilmes,Olimpo Bahia Blanca,D
712,2014-04-20,San Lorenzo,Newells Old Boys,D
713,2014-04-20,Colon Santa FE,Belgrano,D
714,2014-04-20,Argentinos Jrs,Racing Club,D
715,2014-04-20,Arsenal Sarandi,Lanus,D
716,2014-04-20,River Plate,Velez Sarsfield,H
717,2014-04-21,Tigre,Boca Juniors,D
718,2014-04-21,Godoy Cruz,Atl. Rafaela,H
719,2014-04-21,Gimnasia L.P.,All Boys,H
720,2014-04-25,Newells Old Boys,Tigre,H
721,2014-04-26,Belgrano,San Lorenzo,D
722,2014-04-26,Atl. Rafaela,Colon Santa FE,H
723,2014-04-26,Argentinos Jrs,Gimnasia L.P.,D
724,2014-04-26,Velez Sarsfield,Rosario Central,D
725,2014-04-27,Racing Club,Quilmes,H
726,2014-04-27,Estudiantes L.P.,Godoy Cruz,H
727,2014-04-27,Lanus,All Boys,H
728,2014-04-27,Boca Juniors,Arsenal Sarandi,H
729,2014-04-28,Olimpo Bahia Blanca,River Plate,D
730,2014-01-05,Lanus,Tigre,H
731,2014-03-05,Quilmes,Argentinos Jrs,H
732,2014-03-05,Colon Santa FE,Estudiantes L.P.,D
733,2014-03-05,Rosario Central,Olimpo Bahia Blanca,H
734,2014-03-05,Godoy Cruz,Velez Sarsfield,H
735,2014-04-05,San Lorenzo,Atl. Rafaela,H
736,2014-04-05,Arsenal Sarandi,Newells Old Boys,D
737,2014-04-05,Gimnasia L.P.,Lanus,H
738,2014-04-05,River Plate,Racing Club,H
739,2014-05-05,All Boys,Boca Juniors,D
740,2014-06-05,Tigre,Belgrano,H
741,2014-09-05,Olimpo Bahia Blanca,Godoy Cruz,D
742,2014-10-05,Estudiantes L.P.,San Lorenzo,H
743,2014-10-05,Newells Old Boys,All Boys,H
744,2014-10-05,Atl. Rafaela,Tigre,D
745,2014-10-05,Velez Sarsfield,Colon Santa FE,H
746,2014-11-05,Racing Club,Rosario Central,D
747,2014-11-05,Belgrano,Arsenal Sarandi,H
748,2014-11-05,Quilmes,Gimnasia L.P.,D
749,2014-11-05,Boca Juniors,Lanus,H
750,2014-12-05,Argentinos Jrs,River Plate,A
751,2014-05-17,All Boys,Belgrano,D
752,2014-05-18,Rosario Central,Argentinos Jrs,H
753,2014-05-18,Arsenal Sarandi,Atl. Rafaela,D
754,2014-05-18,Colon Santa FE,Olimpo Bahia Blanca,H
755,2014-05-18,Godoy Cruz,Racing Club,H
756,2014-05-18,Gimnasia L.P.,Boca Juniors,H
757,2014-05-18,River Plate,Quilmes,H
758,2014-05-18,Tigre,Estudiantes L.P.,A
759,2014-05-19,Lanus,Newells Old Boys,H
760,2014-05-20,San Lorenzo,Velez Sarsfield,H
761,2014-05-24,Colon Santa FE,Atl. Rafaela,D
762,2014-05-25,San Lorenzo,River Plate,D
763,2015-01-29,Boca Juniors,Velez Sarsfield,H
764,2014-08-08,Godoy Cruz,Banfield,D
765,2014-09-08,Rosario Central,Quilmes,H
766,2014-10-08,Defensa y Justicia,Racing Club,D
767,2014-10-08,Independiente,Atl. Rafaela,H
768,2014-10-08,Boca Juniors,Newells Old Boys,D
769,2014-11-08,Gimnasia L.P.,River Plate,D
770,2014-11-08,Arsenal Sarandi,Estudiantes L.P.,D
771,2014-12-08,Tigre,Velez Sarsfield,D
772,2014-08-13,Lanus,Belgrano,H
773,2014-08-16,Newells Old Boys,Gimnasia L.P.,H
774,2014-08-16,Olimpo Bahia Blanca,Tigre,D
775,2014-08-16,Banfield,Defensa y Justicia,H
776,2014-08-16,Velez Sarsfield,Arsenal Sarandi,H
777,2014-08-17,Estudiantes L.P.,Independiente,H
778,2014-08-17,Racing Club,San Lorenzo,D
779,2014-08-17,River Plate,Rosario Central,H
780,2014-08-18,Belgrano,Boca Juniors,D
781,2014-08-18,Quilmes,Godoy Cruz,H
782,2014-08-19,Atl. Rafaela,Lanus,D
783,2014-08-22,Arsenal Sarandi,Olimpo Bahia Blanca,D
784,2014-08-23,Tigre,Racing Club,D
785,2014-08-23,Gimnasia L.P.,Rosario Central,H
786,2014-08-23,Newells Old Boys,Belgrano,H
787,2014-08-24,Independiente,Velez Sarsfield,D
788,2014-08-24,San Lorenzo,Banfield,H
789,2014-08-24,Lanus,Estudiantes L.P.,D
790,2014-08-24,Defensa y Justicia,Quilmes,H
791,2014-08-24,Boca Juniors,Atl. Rafaela,H
792,2014-08-25,Godoy Cruz,River Plate,D
793,2014-08-26,Belgrano,Gimnasia L.P.,H
794,2014-08-26,Olimpo Bahia Blanca,Independiente,D
795,2014-08-27,Racing Club,Arsenal Sarandi,H
796,2014-08-27,Atl. Rafaela,Newells Old Boys,D
797,2014-08-27,Rosario Central,Godoy Cruz,H
798,2014-08-27,River Plate,Defensa y Justicia,H
799,2014-08-28,Estudiantes L.P.,Boca Juniors,H
800,2014-08-28,Banfield,Tigre,H
801,2014-08-28,Velez Sarsfield,Lanus,D
802,2014-08-29,Quilmes,San Lorenzo,D
803,2014-08-30,Gimnasia L.P.,Godoy Cruz,H
804,2014-08-30,Defensa y Justicia,Rosario Central,H
805,2014-08-31,Newells Old Boys,Estudiantes L.P.,H
806,2014-08-31,Belgrano,Atl. Rafaela,H
807,2014-08-31,Independiente,Racing Club,D
808,2014-08-31,Boca Juniors,Velez Sarsfield,D
809,2014-01-09,San Lorenzo,River Plate,D
810,2014-01-09,Lanus,Olimpo Bahia Blanca,H
811,2014-01-09,Arsenal Sarandi,Banfield,D
812,2014-02-09,Tigre,Quilmes,H
813,2014-06-09,Atl. Rafaela,Gimnasia L.P.,D
814,2014-06-09,Velez Sarsfield,Newells Old Boys,H
815,2014-06-09,Estudiantes L.P.,Belgrano,H
816,2014-07-09,Banfield,Independiente,D
817,2014-07-09,Rosario Central,San Lorenzo,D
818,2014-07-09,Godoy Cruz,Defensa y Justicia,D
819,2014-07-09,Racing Club,Lanus,D
820,2014-07-09,River Plate,Tigre,H
821,2014-08-09,Olimpo Bahia Blanca,Boca Juniors,D
822,2014-09-09,Quilmes,Arsenal Sarandi,D
823,2014-09-13,Gimnasia L.P.,Defensa y Justicia,D
824,2014-09-13,San Lorenzo,Godoy Cruz,H
825,2014-09-13,Tigre,Rosario Central,D
826,2014-09-13,Atl. Rafaela,Estudiantes L.P.,H
827,2014-09-14,Independiente,Quilmes,H
828,2014-09-14,Lanus,Banfield,H
829,2014-09-14,Belgrano,Velez Sarsfield,D
830,2014-09-16,Newells Old Boys,Olimpo Bahia Blanca,H
831,2014-09-20,Quilmes,Lanus,A
832,2014-09-20,Estudiantes L.P.,Gimnasia L.P.,H
833,2014-09-20,Olimpo Bahia Blanca,Belgrano,D
834,2014-09-21,Velez Sarsfield,Atl. Rafaela,H
835,2014-09-21,Rosario Central,Arsenal Sarandi,H
836,2014-09-21,Banfield,Boca Juniors,D
837,2014-09-22,River Plate,Independiente,H
838,2014-09-22,Defensa y Justicia,San Lorenzo,D
839,2014-09-23,Racing Club,Newells Old Boys,D
840,2014-09-25,Boca Juniors,Racing Club,H
841,2014-09-25,Arsenal Sarandi,River Plate,A
842,2014-09-26,Estudiantes L.P.,Velez Sarsfield,H
843,2014-09-27,Atl. Rafaela,Olimpo Bahia Blanca,H
844,2014-09-27,Independiente,Rosario Central,H
845,2014-09-28,San Lorenzo,Gimnasia L.P.,H
846,2014-09-28,Tigre,Defensa y Justicia,D
847,2014-09-28,Belgrano,Racing Club,H
848,2014-09-28,Boca Juniors,Quilmes,H
849,2014-09-29,Lanus,River Plate,D
850,2014-09-29,Arsenal Sarandi,Godoy Cruz,H
851,2014-09-30,Newells Old Boys,Banfield,H
852,2014-01-10,San Lorenzo,Olimpo Bahia Blanca,H
853,2014-04-10,Gimnasia L.P.,Velez Sarsfield,D
854,2014-04-10,Banfield,Belgrano,H
855,2014-04-10,San Lorenzo,Tigre,H
856,2014-04-10,Defensa y Justicia,Arsenal Sarandi,H
857,2014-05-10,Olimpo Bahia Blanca,Estudiantes L.P.,D
858,2014-05-10,Quilmes,Newells Old Boys,D
859,2014-05-10,River Plate,Boca Juniors,H
860,2014-06-10,Racing Club,Atl. Rafaela,H
861,2014-06-10,Rosario Central,Lanus,D
862,2014-07-10,Godoy Cruz,Independiente,D
863,2014-10-10,Tigre,Gimnasia L.P.,D
864,2014-11-10,Lanus,Godoy Cruz,H
865,2014-11-10,Velez Sarsfield,Olimpo Bahia Blanca,H
866,2014-11-10,Belgrano,Quilmes,H
867,2014-12-10,Estudiantes L.P.,Racing Club,H
868,2014-12-10,Atl. Rafaela,Banfield,D
869,2014-12-10,Independiente,Defensa y Justicia,D
870,2014-12-10,Boca Juniors,Rosario Central,H
871,2014-10-13,Newells Old Boys,River Plate,D
872,2014-10-14,Arsenal Sarandi,San Lorenzo,D
873,2014-10-15,Godoy Cruz,Tigre,H
874,2014-10-17,Gimnasia L.P.,Olimpo Bahia Blanca,H
875,2014-10-18,Quilmes,Atl. Rafaela,D
876,2014-10-18,Banfield,Estudiantes L.P.,H
877,2014-10-18,San Lorenzo,Independiente,H
878,2014-10-19,Defensa y Justicia,Lanus,H
879,2014-10-19,Rosario Central,Newells Old Boys,D
880,2014-10-19,Racing Club,Velez Sarsfield,H
881,2014-10-19,River Plate,Belgrano,H
882,2014-10-20,Godoy Cruz,Boca Juniors,D
883,2014-10-21,Tigre,Arsenal Sarandi,H
884,2014-10-25,Belgrano,Rosario Central,H
885,2014-10-25,Independiente,Tigre,H
886,2014-10-25,Velez Sarsfield,Banfield,H
887,2014-10-25,Newells Old Boys,Godoy Cruz,H
888,2014-10-26,Olimpo Bahia Blanca,Racing Club,D
889,2014-10-26,Estudiantes L.P.,Quilmes,H
890,2014-10-26,Lanus,San Lorenzo,H
891,2014-10-26,Boca Juniors,Defensa y Justicia,H
892,2014-10-27,Atl. Rafaela,River Plate,A
893,2014-10-27,Arsenal Sarandi,Gimnasia L.P.,D
894,2014-10-31,Banfield,Olimpo Bahia Blanca,H
895,2014-01-11,Godoy Cruz,Belgrano,D
896,2014-01-11,Gimnasia L.P.,Racing Club,D
897,2014-01-11,Quilmes,Velez Sarsfield,D
898,2014-01-11,Rosario Central,Atl. Rafaela,H
899,2014-02-11,San Lorenzo,Boca Juniors,D
900,2014-07-11,Lanus,Arsenal Sarandi,H
901,2014-08-11,Atl. Rafaela,Godoy Cruz,H
902,2014-08-11,Olimpo Bahia Blanca,Quilmes,H
903,2014-08-11,Belgrano,Defensa y Justicia,H
904,2014-08-11,Independiente,Gimnasia L.P.,H
905,2014-09-11,Estudiantes L.P.,Rosario Central,H
906,2014-09-11,Racing Club,Banfield,H
907,2014-09-11,Boca Juniors,Tigre,H
908,2014-10-11,Velez Sarsfield,River Plate,A
909,2014-10-11,Newells Old Boys,San Lorenzo,H
910,2014-12-11,Tigre,Lanus,D
911,2014-12-11,River Plate,Estudiantes L.P.,H
912,2014-11-13,Arsenal Sarandi,Independiente,D
913,2014-11-14,Defensa y Justicia,Atl. Rafaela,H
914,2014-11-15,Rosario Central,Velez Sarsfield,D
915,2014-11-15,Gimnasia L.P.,Banfield,H
916,2014-11-15,San Lorenzo,Belgrano,H
917,2014-11-15,Quilmes,Racing Club,A
918,2014-11-16,Godoy Cruz,Estudiantes L.P.,D
919,2014-11-16,Tigre,Newells Old Boys,D
920,2014-11-16,River Plate,Olimpo Bahia Blanca,H
921,2014-11-17,Arsenal Sarandi,Boca Juniors,D
922,2014-11-17,Independiente,Lanus,D
923,2014-11-20,Defensa y Justicia,Newells Old Boys,D
924,2014-11-21,Banfield,Quilmes,H
925,2014-11-22,Atl. Rafaela,San Lorenzo,D
926,2014-11-22,Olimpo Bahia Blanca,Rosario Central,H
927,2014-11-22,Velez Sarsfield,Godoy Cruz,H
928,2014-11-22,Lanus,Gimnasia L.P.,H
929,2014-11-23,Belgrano,Tigre,H
930,2014-11-23,Estudiantes L.P.,Defensa y Justicia,H
931,2014-11-23,Boca Juniors,Independiente,D
932,2014-11-24,Racing Club,River Plate,D
933,2014-11-25,Newells Old Boys,Arsenal Sarandi,H
934,2014-11-28,Gimnasia L.P.,Quilmes,H
935,2014-11-28,Defensa y Justicia,Velez Sarsfield,D
936,2014-11-29,San Lorenzo,Estudiantes L.P.,D
937,2014-11-30,Independiente,Newells Old Boys,H
938,2014-11-30,Rosario Central,Racing Club,A
939,2014-11-30,Tigre,Atl. Rafaela,H
940,2014-11-30,River Plate,Banfield,H
941,2014-01-12,Lanus,Boca Juniors,H
942,2014-01-12,Godoy Cruz,Olimpo Bahia Blanca,H
943,2014-01-12,Arsenal Sarandi,Belgrano,D
944,2014-05-12,Estudiantes L.P.,Tigre,H
945,2014-05-12,Velez Sarsfield,San Lorenzo,H
946,2014-06-12,Atl. Rafaela,Arsenal Sarandi,H
947,2014-06-12,Banfield,Rosario Central,H
948,2014-06-12,Olimpo Bahia Blanca,Defensa y Justicia,D
949,2014-07-12,Belgrano,Independiente,H
950,2014-07-12,Newells Old Boys,Lanus,H
951,2014-07-12,Boca Juniors,Gimnasia L.P.,H
952,2014-12-14,Quilmes,River Plate,A
953,2014-12-14,Racing Club,Godoy Cruz,H
954,2015-02-13,Velez Sarsfield,Aldosivi,H
955,2015-02-14,Racing Club,Rosario Central,H
956,2015-02-14,Gimnasia L.P.,Defensa y Justicia,H
957,2015-02-14,San Lorenzo,Colon Santa FE,H
958,2015-02-14,Godoy Cruz,San Martin S.J.,H
959,2015-02-14,Newells Old Boys,Independiente,H
960,2015-02-14,Banfield,Temperley,H
961,2015-02-15,Crucero del Norte,Tigre,D
962,2015-02-15,Quilmes,Lanus,D
963,2015-02-15,Union de Santa Fe,Huracan,D
964,2015-02-15,Boca Juniors,Olimpo Bahia Blanca,H
965,2015-02-15,Argentinos Jrs,Atl. Rafaela,D
966,2015-02-16,Sarmiento Junin,River Plate,A
967,2015-02-16,Arsenal Sarandi,Estudiantes L.P.,D
968,2015-02-17,Belgrano,Nueva Chicago,H
969,2015-02-21,Atl. Rafaela,Banfield,D
970,2015-02-21,Huracan,Arsenal Sarandi,H
971,2015-02-21,Estudiantes L.P.,Godoy Cruz,H
972,2015-02-21,Rosario Central,Tigre,H
973,2015-02-21,Olimpo Bahia Blanca,Racing Club,D
974,2015-02-21,Velez Sarsfield,Crucero del Norte,H
975,2015-02-22,San Martin S.J.,Gimnasia L.P.,D
976,2015-02-22,Aldosivi,Newells Old Boys,D
977,2015-02-22,Independiente,Sarmiento Junin,H
978,2015-02-22,Nueva Chicago,Union de Santa Fe,D
979,2015-02-22,River Plate,Quilmes,H
980,2015-02-22,Colon Santa FE,Argentinos Jrs,H
981,2015-02-23,Temperley,Boca Juniors,A
982,2015-02-23,Lanus,Belgrano,H
983,2015-02-24,Defensa y Justicia,San Lorenzo,D
984,2015-02-27,Arsenal Sarandi,Nueva Chicago,H
985,2015-02-28,Godoy Cruz,Huracan,H
986,2015-02-28,Tigre,Olimpo Bahia Blanca,H
987,2015-02-28,Crucero del Norte,Rosario Central,D
988,2015-02-28,Union de Santa Fe,Lanus,D
989,2015-02-28,Quilmes,Independiente,D
990,2015-02-28,San Lorenzo,San Martin S.J.,H
991,2015-01-03,Gimnasia L.P.,Estudiantes L.P.,D
992,2015-01-03,Boca Juniors,Atl. Rafaela,H
993,2015-01-03,Argentinos Jrs,Defensa y Justicia,D
994,2015-01-03,Racing Club,Temperley,H
995,2015-02-03,Belgrano,River Plate,D
996,2015-02-03,Sarmiento Junin,Aldosivi,H
997,2015-02-03,Banfield,Colon Santa FE,H
998,2015-03-03,Newells Old Boys,Velez Sarsfield,D
999,2015-06-03,Huracan,Gimnasia L.P.,D
1000,2015-07-03,Atl. Rafaela,Racing Club,D
1001,2015-07-03,Nueva Chicago,Godoy Cruz,D
1002,2015-07-03,Olimpo Bahia Blanca,Rosario Central,D
1003,2015-07-03,Aldosivi,Quilmes,H
1004,2015-07-03,Independiente,Belgrano,H
1005,2015-07-03,Newells Old Boys,Crucero del Norte,H
1006,2015-08-03,Defensa y Justicia,Banfield,D
1007,2015-08-03,Lanus,Arsenal Sarandi,H
1008,2015-08-03,Velez Sarsfield,Sarmiento Junin,H
1009,2015-08-03,River Plate,Union de Santa Fe,H
1010,2015-08-03,San Martin S.J.,Argentinos Jrs,H
1011,2015-09-03,Colon Santa FE,Boca Juniors,A
1012,2015-09-03,Temperley,Tigre,D
1013,2015-10-03,Estudiantes L.P.,San Lorenzo,D
1014,2015-03-13,Crucero del Norte,Olimpo Bahia Blanca,D
1015,2015-03-14,Racing Club,Colon Santa FE,H
1016,2015-03-14,Banfield,San Martin S.J.,H
1017,2015-03-14,Boca Juniors,Defensa y Justicia,H
1018,2015-03-14,Union de Santa Fe,Independiente,D
1019,2015-03-14,Sarmiento Junin,Newells Old Boys,D
1020,2015-03-15,Quilmes,Velez Sarsfield,D
1021,2015-03-15,Argentinos Jrs,Estudiantes L.P.,D
1022,2015-03-15,San Lorenzo,Huracan,H
1023,2015-03-15,Tigre,Atl. Rafaela,H
1024,2015-03-16,Godoy Cruz,Lanus,D
1025,2015-03-16,Rosario Central,Temperley,H
1026,2015-03-16,Belgrano,Aldosivi,H
1027,2015-03-17,Arsenal Sarandi,River Plate,A
1028,2015-03-17,Gimnasia L.P.,Nueva Chicago,H
